id,wid,title,appeal
b44783a8-899b-11e8-af53-784f4355e448,30,matetranslate.com,6
b86dd1a8-899b-11e8-ab0e-784f4355e448,24,jiqimao.tv,4
bb6e94c8-899b-11e8-b634-784f4355e448,10,cheshi.com,3
be512018-899b-11e8-aed0-784f4355e448,57,bgmaimuna.com,2
c13a21b0-899b-11e8-9664-784f4355e448,0,theboneandjointcenter.com,1
c410a364-899b-11e8-894a-784f4355e448,42,showroomprive.com,4
c6e36d68-899b-11e8-97ce-784f4355e448,80,hasegawa-heart.com,3
c9e4eb1a-899b-11e8-a85c-784f4355e448,39,coming-saji.com,3
ccc8fe98-899b-11e8-9197-784f4355e448,35,ho-ginza.com,8
d125ab08-899b-11e8-926d-784f4355e448,5,disney.co.jp,5
eb900486-899b-11e8-8a67-784f4355e448,41,steakland.jp,4
ee756900-899b-11e8-a4c7-784f4355e448,11,humblebundle.com,4
f14602ca-899b-11e8-b92d-784f4355e448,65,pantone.com,4
f4358f00-899b-11e8-9b1d-784f4355e448,46,yinwang.org,2
f70e4528-899b-11e8-8d80-784f4355e448,27,runoob.com,4
f9cb86e2-899b-11e8-9f7f-784f4355e448,34,aladdin-aic.com,6
fc910940-899b-11e8-b4cf-784f4355e448,44,filetender.com,2
0044484a-899c-11e8-99fb-784f4355e448,31,kameisyouten.ocnk.net,1
030f02d8-899c-11e8-b9ae-784f4355e448,17,nounplus.net,3
05e03e46-899c-11e8-89a7-784f4355e448,92,dna.fr,1
09ad1ee8-899c-11e8-9e11-784f4355e448,88,trafst.jp,3
0c74e778-899c-11e8-bcac-784f4355e448,98,kudago.com,7
0fa00dc6-899c-11e8-97ed-784f4355e448,25,clamav.net,2
1324a69e-899c-11e8-a416-784f4355e448,81,techplay.jp,4
15f76bfe-899c-11e8-be66-784f4355e448,69,tokai-tv.com,8
197634e2-899c-11e8-814c-784f4355e448,50,52nlp.cn,3
1d26eac6-899c-11e8-afe0-784f4355e448,93,macg.co,2
203cefb4-899c-11e8-8411-784f4355e448,77,sankei.com,3
2304bfe8-899c-11e8-a379-784f4355e448,99,theborneopost.com,4
25b78646-899c-11e8-8f78-784f4355e448,19,pxtoem.com,3
288cad1a-899c-11e8-988d-784f4355e448,16,labinthewild.org,2
2b461438-899c-11e8-a697-784f4355e448,2,two-n.com,8
303df442-899c-11e8-b924-784f4355e448,48,yatani.jp,2
33c62f76-899c-11e8-8457-784f4355e448,67,news.livedoor.com,4
36c00df0-899c-11e8-a423-784f4355e448,83,19lou.com,4
3a03b598-899c-11e8-9d18-784f4355e448,91,jcr.incites.thomsonreuters.com,2
3d60b8da-899c-11e8-ab01-784f4355e448,33,cp.pocky.jp,2
40be161c-899c-11e8-8240-784f4355e448,43,imas-cg.net,3
439a3082-899c-11e8-8adb-784f4355e448,82,ubejinja.or.jp,4
4692a2e2-899c-11e8-b662-784f4355e448,86,hea.cn,4
49fcb29c-899c-11e8-b355-784f4355e448,95,chi2019.acm.org,7
4e6f1acc-899c-11e8-866a-784f4355e448,38,kokage-m.com,4
5163c82c-899c-11e8-bac3-784f4355e448,32,gingerweb.jp,8
546b9d92-899c-11e8-ac1b-784f4355e448,89,infoq.com,4
57f03fe8-899c-11e8-8559-784f4355e448,78,tech-jp.co.jp,4
5b01a32c-899c-11e8-987c-784f4355e448,75,capcom.co.jp,3
5ddb5688-899c-11e8-90dc-784f4355e448,55,lomake.fi,1
60b6e61a-899c-11e8-aded-784f4355e448,59,web.ics.purdue.edu,1
63ac8b90-899c-11e8-8497-784f4355e448,23,hdpfans.com,3
66904f90-899c-11e8-8535-784f4355e448,7,news.yahoo.co.jp,3
69c0c94c-899c-11e8-8850-784f4355e448,94,cvpr2018.thecvf.com,8
6d1501da-899c-11e8-b728-784f4355e448,96,swellnet.com,5
70ff3108-899c-11e8-bee7-784f4355e448,66,sdtech.co.jp,5
73e1e582-899c-11e8-b57f-784f4355e448,76,kenkun-jinja.org,6
76b446ba-899c-11e8-aa38-784f4355e448,74,jp.techcrunch.com,4
7b01dee4-899c-11e8-bd4b-784f4355e448,13,superprof.fr,6
7e10ceec-899c-11e8-aaa0-784f4355e448,70,life-is-tech.com,5
82ab5d28-899c-11e8-8e3d-784f4355e448,47,blog.yitianshijie.net,3
86e5d92c-899c-11e8-8ca6-784f4355e448,54,stratechery.com,7
8a0b526c-899c-11e8-9cd8-784f4355e448,85,cps.com.cn,2
8ceaa492-899c-11e8-8ff7-784f4355e448,22,jcodecraeer.com,2
8fdf8a3a-899c-11e8-bc89-784f4355e448,58,0dt.net,1
92b519fa-899c-11e8-a7af-784f4355e448,29,journaldugeek.com,3
958b5dc6-899c-11e8-be46-784f4355e448,45,hexo.io,4
9af1479e-899c-11e8-a66d-784f4355e448,62,interaction-design.org,3
9f0572c6-899c-11e8-b5a5-784f4355e448,64,blog.sciencenet.cn,3
a1c8c5ba-899c-11e8-80ec-784f4355e448,63,jlpt.jp,7
a580fb64-899c-11e8-be76-784f4355e448,84,jiankang.com,4
a867619c-899c-11e8-90bc-784f4355e448,4,makeitok.org,8
abef98ca-899c-11e8-9231-784f4355e448,52,olderadults.mobi,6
aef9b88c-899c-11e8-b58b-784f4355e448,15,opera.com,8
b244e478-899c-11e8-aa89-784f4355e448,37,sekimoto.dental,3
ba76b48c-899c-11e8-a12b-784f4355e448,49,qiita.com,2
bd3b3e06-899c-11e8-b713-784f4355e448,53,blog.whatsapp.com,4
c0142b22-899c-11e8-a1a9-784f4355e448,68,gmo.jp,3
c2d74ce8-899c-11e8-98c8-784f4355e448,1,mozilla.org,9
c5f4cb1e-899c-11e8-94ba-784f4355e448,72,cerezo.jp,6
c923d73a-899c-11e8-be98-784f4355e448,40,bluewood.bitter.jp,4
cd061028-899c-11e8-91c5-784f4355e448,26,bootcdn.cn,3
