id,wid,title,appeal
66cf3528-8a52-11e8-8392-784f4355e448,36,pandayori.com,4
712547ec-8a52-11e8-ae60-784f4355e448,86,hea.cn,2
7725fe8c-8a52-11e8-b199-784f4355e448,79,tech-camp.in,7
7fda3608-8a52-11e8-a8fb-784f4355e448,41,steakland.jp,4
8585ea52-8a52-11e8-b70c-784f4355e448,38,kokage-m.com,6
8d9acc30-8a52-11e8-97ea-784f4355e448,58,0dt.net,3
91bdf618-8a52-11e8-9670-784f4355e448,40,bluewood.bitter.jp,5
9a42479c-8a52-11e8-b54f-784f4355e448,13,superprof.fr,6
a003edb6-8a52-11e8-b743-784f4355e448,8,huxiu.com,3
ade89666-8a52-11e8-86cf-784f4355e448,82,ubejinja.or.jp,6
b393afe2-8a52-11e8-a304-784f4355e448,94,cvpr2018.thecvf.com,6
b939c238-8a52-11e8-9c6d-784f4355e448,20,goofy.photo,8
c0181136-8a52-11e8-a9db-784f4355e448,32,gingerweb.jp,7
c622489e-8a52-11e8-84ac-784f4355e448,70,life-is-tech.com,6
cdfaa782-8a52-11e8-a93d-784f4355e448,77,sankei.com,3
d2281790-8a52-11e8-be32-784f4355e448,24,jiqimao.tv,7
d854e5da-8a52-11e8-bfb6-784f4355e448,26,bootcdn.cn,1
dfb19258-8a52-11e8-9669-784f4355e448,39,coming-saji.com,3
e34d95a4-8a52-11e8-84a4-784f4355e448,9,fangdd.com,8
e8b6d9f6-8a52-11e8-a603-784f4355e448,59,web.ics.purdue.edu,1
edcba638-8a52-11e8-96b7-784f4355e448,16,labinthewild.org,5
f6a57e64-8a52-11e8-8af0-784f4355e448,54,stratechery.com,2
fa29bb74-8a52-11e8-83b8-784f4355e448,57,bgmaimuna.com,3
fe88f408-8a52-11e8-b6ba-784f4355e448,63,jlpt.jp,3
04d695ae-8a53-11e8-8594-784f4355e448,44,filetender.com,4
096695f6-8a53-11e8-8ed9-784f4355e448,89,infoq.com,3
0f4a7c80-8a53-11e8-bf3b-784f4355e448,42,showroomprive.com,5
148cb51e-8a53-11e8-9964-784f4355e448,87,jfc.or.jp,4
1938703a-8a53-11e8-b1ff-784f4355e448,69,tokai-tv.com,3
1e42d518-8a53-11e8-9663-784f4355e448,25,clamav.net,3
24ee4ce2-8a53-11e8-b2da-784f4355e448,0,theboneandjointcenter.com,3
2bf71ea6-8a53-11e8-af1e-784f4355e448,27,runoob.com,2
3337bee6-8a53-11e8-b50c-784f4355e448,96,swellnet.com,2
37fab0e6-8a53-11e8-9be3-784f4355e448,22,jcodecraeer.com,2
3dff7080-8a53-11e8-a5a5-784f4355e448,3,segmentfault.com,3
428aa534-8a53-11e8-9e14-784f4355e448,31,kameisyouten.ocnk.net,5
46f1f21c-8a53-11e8-b860-784f4355e448,12,theatlantic.com,4
4adee1e6-8a53-11e8-9dbd-784f4355e448,15,opera.com,6
50870e52-8a53-11e8-9831-784f4355e448,74,jp.techcrunch.com,4
56e802b0-8a53-11e8-881c-784f4355e448,71,bloomberg.co.jp,4
5b859800-8a53-11e8-ab66-784f4355e448,17,nounplus.net,5
6398666c-8a53-11e8-be53-784f4355e448,66,sdtech.co.jp,3
674f6e54-8a53-11e8-b2fe-784f4355e448,52,olderadults.mobi,2
7093a08c-8a53-11e8-815f-784f4355e448,2,two-n.com,3
7423f974-8a53-11e8-ba29-784f4355e448,85,cps.com.cn,4
77eca894-8a53-11e8-ac53-784f4355e448,33,cp.pocky.jp,8
7d1d7924-8a53-11e8-adb4-784f4355e448,5,disney.co.jp,8
8216587e-8a53-11e8-b338-784f4355e448,14,microsoft.com,7
87e0ec1a-8a53-11e8-8aed-784f4355e448,43,imas-cg.net,3
8f442046-8a53-11e8-8343-784f4355e448,4,makeitok.org,7
935f9730-8a53-11e8-8eb5-784f4355e448,84,jiankang.com,4
