id,wid,timestamp,title,appeal
a7016a06-c3ec-11e9-82be-784f4355e448,145,1566375679309,coolmath.com,2
a9e0f4b4-c3ec-11e9-9bd7-784f4355e448,6,1566375684130,wikipedia.org,4
ad296d8c-c3ec-11e9-b0ba-784f4355e448,8,1566375689638,huxiu.com,3
b157d382-c3ec-11e9-8a20-784f4355e448,125,1566375696653,sejuku.net,4
b4109a00-c3ec-11e9-b837-784f4355e448,159,1566375701219,yahoo.co.jp,3
b70f724c-c3ec-11e9-bc6b-784f4355e448,104,1566375706245,sonic1.co.jp,6
bb61c006-c3ec-11e9-a0df-784f4355e448,127,1566375713495,yuchrszk.blogspot.com,2
bf2e90d8-c3ec-11e9-97f9-784f4355e448,115,1566375719870,freebiesbug.com,3
c5c26f1c-c3ec-11e9-9ecf-784f4355e448,43,1566375730906,imas-cg.net,2
caa4c69c-c3ec-11e9-9e73-784f4355e448,148,1566375739100,math.com,5
cee815a6-c3ec-11e9-bb08-784f4355e448,80,1566375746252,liginc.co.jp,3
e5568a1e-c3ec-11e9-ba00-784f4355e448,2,1566375783886,two-n.com,6
e8a0bfc0-c3ec-11e9-874e-784f4355e448,88,1566375789405,flanet.web.fc2.com,4
eb502ec2-c3ec-11e9-9581-784f4355e448,61,1566375793910,tech.nikkeibp.co.jp,4
f2812570-c3ec-11e9-bb62-784f4355e448,54,1566375805975,tech-jp.co.jp,5
f6e3a1b0-c3ec-11e9-9632-784f4355e448,165,1566375813332,hongxiu.com,4
f9b773f8-c3ec-11e9-8fc0-784f4355e448,169,1566375818075,security.ec-current.com,5
fcabee40-c3ec-11e9-b924-784f4355e448,89,1566375823033,fmltd.co.jp,5
ff89ce70-c3ec-11e9-8551-784f4355e448,123,1566375827843,railstutorial.jp,3
031550e6-c3ed-11e9-b360-784f4355e448,33,1566375833790,cp.pocky.jp,5
072450d8-c3ed-11e9-9a24-784f4355e448,136,1566375840599,theclinic.cl,4
0b21f7a8-c3ed-11e9-b6e9-784f4355e448,37,1566375847295,techplay.jp,4
0ec7be74-c3ed-11e9-a781-784f4355e448,102,1566375853414,nateas.com,3
11c0301e-c3ed-11e9-bbd9-784f4355e448,133,1566375858398,sekimoto.dental,3
1494c630-c3ed-11e9-be40-784f4355e448,94,1566375863147,keycoffee.co.jp,6
17506ea6-c3ed-11e9-a4c8-784f4355e448,3,1566375867732,swellnet.com,4
1a1c9e8c-c3ed-11e9-8e87-784f4355e448,98,1566375872425,americanfruitandproduce.com,1
1d5a8624-c3ed-11e9-89bd-784f4355e448,59,1566375877864,web.ics.purdue.edu,1
2014fc8c-c3ed-11e9-8bd6-784f4355e448,82,1566375882442,yoichiochiai.com,2
22d87f86-c3ed-11e9-bf28-784f4355e448,140,1566375887079,ubejinja.or.jp,6
2604adfe-c3ed-11e9-b072-784f4355e448,79,1566375892401,lamp-guesthouse.com,5
294a3dc6-c3ed-11e9-83a8-784f4355e448,114,1566375897890,fantia.jp,3
2c03449a-c3ed-11e9-a1e3-784f4355e448,47,1566375902458,blog.yitianshijie.net,4
2f26d75e-c3ed-11e9-ab0a-784f4355e448,134,1566375907725,coming-saji.com,6
31ca09a4-c3ed-11e9-baa4-784f4355e448,118,1566375912150,icotto.jp,7
349f8d34-c3ed-11e9-9d25-784f4355e448,113,1566375916904,chifure.co.jp,8
378b3fde-c3ed-11e9-bc18-784f4355e448,42,1566375921804,showroomprive.com,8
3a3795a2-c3ed-11e9-af02-784f4355e448,138,1566375926289,jlpt.jp,5
3cfc4e06-c3ed-11e9-a979-784f4355e448,164,1566375930934,estar.jp,3
40164074-c3ed-11e9-bbf7-784f4355e448,112,1566375936137,booth.pm.ja,3
42bd3c22-c3ed-11e9-9c7c-784f4355e448,120,1566375940587,maybelline.co.jp,7
45b30d26-c3ed-11e9-994a-784f4355e448,105,1566375945553,sundaico.co.jp,1
48e46468-c3ed-11e9-a473-784f4355e448,157,1566375950910,tabelog.com,4
4c3db25e-c3ed-11e9-9952-784f4355e448,36,1566375956528,cps.com.cn,4
4ede7a5c-c3ed-11e9-98d1-784f4355e448,50,1566375960937,52nlp.cn,6
5192165a-c3ed-11e9-8e87-784f4355e448,45,1566375965470,hexo.io,6
54726886-c3ed-11e9-9b4c-784f4355e448,62,1566375970296,jp.techcrunch.com,3
570909f4-c3ed-11e9-8a6a-784f4355e448,72,1566375974638,boagworld.com,3
5a49dc10-c3ed-11e9-ba33-784f4355e448,34,1566375980096,aladdin-aic.com,9
5cec0394-c3ed-11e9-8a72-784f4355e448,7,1566375984514,news.yahoo.co.jp,3
5f9e28b0-c3ed-11e9-a06c-784f4355e448,97,1566375989037,towafood-net.co.jp,4
627b23b4-c3ed-11e9-80c2-784f4355e448,76,1566375993841,hatenablog.jp,1
6516f1c8-c3ed-11e9-b52f-784f4355e448,13,1566375998217,cvpr2018.thecvf.com,8
689ffb50-c3ed-11e9-83da-784f4355e448,1,1566376004149,theborneopost.com,3
6bfd5446-c3ed-11e9-98a4-784f4355e448,74,1566376009794,forbesjapan.com,5
6edc06d0-c3ed-11e9-a05c-784f4355e448,28,1566376014608,tensorfly.cn,7
717ff358-c3ed-11e9-bb75-784f4355e448,53,1566376019038,blog.whatsapp.com,4
742e55f4-c3ed-11e9-9637-784f4355e448,152,1566376023537,rakuten.co.jp,5
76d5b7dc-c3ed-11e9-95b6-784f4355e448,16,1566376027989,labinthewild.org,2
798f3e12-c3ed-11e9-ac87-784f4355e448,151,1566376032560,nicovideo.jp,4
7dcca958-c3ed-11e9-9b9d-784f4355e448,22,1566376039674,jcr.incites.thomsonreuters.com,2
8075e67a-c3ed-11e9-9fef-784f4355e448,137,1566376044138,interaction-design.org,4
84388a1c-c3ed-11e9-b2f4-784f4355e448,139,1566376050447,kenkun-jinja.org,3
86d9d44c-c3ed-11e9-ae02-784f4355e448,117,1566376054859,gmo.jp,6
8969b562-c3ed-11e9-ac51-784f4355e448,0,1566376059158,theboneandjointcenter.com,2
8c16b74a-c3ed-11e9-8ae1-784f4355e448,48,1566376063647,yatani.jp,2
8eb8cb64-c3ed-11e9-9ec3-784f4355e448,121,1566376068065,oiax.jp,6
9192ba0c-c3ed-11e9-a10f-784f4355e448,71,1566376072848,bloomberg.co.jp,3
95f248a6-c3ed-11e9-8c6e-784f4355e448,18,1566376080185,richyli.com,1
988dea98-c3ed-11e9-8bce-784f4355e448,119,1566376084561,inakami.net,7
9b4fb450-c3ed-11e9-a2e6-784f4355e448,128,1566376089186,yumeno.jp,6
9df6e8e2-c3ed-11e9-9938-784f4355e448,141,1566376093638,jiankang.com,5
a1249602-c3ed-11e9-9ff6-784f4355e448,56,1566376098970,sankei.com,4
a43479ac-c3ed-11e9-90e0-784f4355e448,10,1566376104107,cheshi.com,4
a6d90970-c3ed-11e9-828c-784f4355e448,11,1566376108541,humblebundle.com,6
a98e8424-c3ed-11e9-b864-784f4355e448,19,1566376113086,pxtoem.com,1
ac7b9cda-c3ed-11e9-94d7-784f4355e448,111,1566376117995,mozilla.org,6
afc31f80-c3ed-11e9-a0b0-784f4355e448,73,1566376123497,designmodo.com,3
b274b4e6-c3ed-11e9-bbfc-784f4355e448,26,1566376128016,bootcdn.cn,4
b55429a8-c3ed-11e9-ad10-784f4355e448,35,1566376132836,trafst.jp,3
b8477d4a-c3ed-11e9-abdf-784f4355e448,130,1566376137786,nounplus.net,3
bb3c2302-c3ed-11e9-93a5-784f4355e448,70,1566376142745,life-is-tech.com,5
be78c518-c3ed-11e9-a5ca-784f4355e448,67,1566376148176,news.livedoor.com,4
c1255a90-c3ed-11e9-84ee-784f4355e448,87,1566376152662,cafe-sanctuary.jp,5
c3e38cca-c3ed-11e9-94ce-784f4355e448,41,1566376157264,steakland.jp,6
c6a31106-c3ed-11e9-aa8e-784f4355e448,108,1566376161875,kasinoki.co.jp,5
c94caaca-c3ed-11e9-9541-784f4355e448,153,1566376166342,taobao.com,5
cbe85718-c3ed-11e9-b390-784f4355e448,65,1566376170717,pantone.com,5
d03a2f38-c3ed-11e9-a425-784f4355e448,161,1566376177965,netsea.jp,2
d2f78630-c3ed-11e9-bd53-784f4355e448,167,1566376182561,baihe.com,3
d59a7c9e-c3ed-11e9-b931-784f4355e448,110,1566376186984,yamasakigiken.co.jp,4
d8416282-c3ed-11e9-9ed3-784f4355e448,39,1566376191434,tech-camp.in,6
dadadff0-c3ed-11e9-826f-784f4355e448,12,1566376195795,theatlantic.com,6
dd76bf0c-c3ed-11e9-8a8e-784f4355e448,103,1566376200172,kurose.co.jp,4
e037f59e-c3ed-11e9-aba7-784f4355e448,9,1566376204794,chi2019.acm.org,7
e2ce6e86-c3ed-11e9-97b4-784f4355e448,84,1566376209135,berg.jp,2
e69c6868-c3ed-11e9-9d7b-784f4355e448,146,1566376215518,solvemymath.com,4
