id,wid,title,appeal
39345af0-913f-11e8-9bfc-784f4355e448,30,matetranslate.com,7
3c556242-913f-11e8-b730-784f4355e448,16,labinthewild.org,8
405483a8-913f-11e8-bd78-784f4355e448,56,theclinic.cl,6
43999e74-913f-11e8-81d4-784f4355e448,5,disney.co.jp,9
46c79236-913f-11e8-8091-784f4355e448,87,jfc.or.jp,4
4a072880-913f-11e8-8af7-784f4355e448,12,theatlantic.com,6
4d21c51e-913f-11e8-9493-784f4355e448,41,steakland.jp,7
50cd6e40-913f-11e8-9dee-784f4355e448,72,cerezo.jp,3
54157642-913f-11e8-9168-784f4355e448,54,stratechery.com,2
571bf186-913f-11e8-a739-784f4355e448,67,news.livedoor.com,5
5a174494-913f-11e8-a7a2-784f4355e448,86,hea.cn,4
5d648b34-913f-11e8-9dc9-784f4355e448,15,opera.com,6
60badfe8-913f-11e8-9aa4-784f4355e448,84,jiankang.com,7
65741e8c-913f-11e8-b271-784f4355e448,59,web.ics.purdue.edu,2
687a82ba-913f-11e8-907d-784f4355e448,78,tech-jp.co.jp,8
6bb73b28-913f-11e8-9c62-784f4355e448,53,blog.whatsapp.com,6
6ecf825c-913f-11e8-a8df-784f4355e448,66,sdtech.co.jp,6
72321dd8-913f-11e8-bb04-784f4355e448,80,hasegawa-heart.com,4
7551d1de-913f-11e8-9a68-784f4355e448,70,life-is-tech.com,5
78d5908c-913f-11e8-a4b2-784f4355e448,43,imas-cg.net,3
7bd622a8-913f-11e8-a717-784f4355e448,97,klex.ru,2
7ed28348-913f-11e8-95ef-784f4355e448,88,trafst.jp,3
81e8220c-913f-11e8-939b-784f4355e448,94,cvpr2018.thecvf.com,7
87a77366-913f-11e8-a180-784f4355e448,10,cheshi.com,5
8ae6989a-913f-11e8-82e5-784f4355e448,91,jcr.incites.thomsonreuters.com,7
8ee09752-913f-11e8-bd0b-784f4355e448,69,tokai-tv.com,3
921ef15c-913f-11e8-85f5-784f4355e448,34,aladdin-aic.com,5
95a35836-913f-11e8-8713-784f4355e448,51,guidetojapanese.org,4
98d5cffa-913f-11e8-8f7b-784f4355e448,28,tensorfly.cn,6
9bcde71c-913f-11e8-b816-784f4355e448,71,bloomberg.co.jp,2
9ec8de22-913f-11e8-afca-784f4355e448,39,coming-saji.com,3
a1bb9548-913f-11e8-b976-784f4355e448,60,canon-foundation.jp,8
a4dacc8a-913f-11e8-9064-784f4355e448,14,microsoft.com,8
a84fd7fa-913f-11e8-bd62-784f4355e448,50,52nlp.cn,4
ac094a90-913f-11e8-afad-784f4355e448,23,hdpfans.com,3
af28b4e8-913f-11e8-9dcd-784f4355e448,20,goofy.photo,7
b235df46-913f-11e8-9a68-784f4355e448,89,infoq.com,4
b555288a-913f-11e8-a37b-784f4355e448,57,bgmaimuna.com,2
b90745a8-913f-11e8-a7e5-784f4355e448,42,showroomprive.com,5
bc66be86-913f-11e8-9c8b-784f4355e448,62,interaction-design.org,7
c065269e-913f-11e8-b524-784f4355e448,32,gingerweb.jp,6
c384e968-913f-11e8-96d8-784f4355e448,6,wikipedia.org,7
c6ddd2d2-913f-11e8-8619-784f4355e448,9,fangdd.com,6
ca84d6e2-913f-11e8-b926-784f4355e448,27,runoob.com,5
cdb0abb6-913f-11e8-9db6-784f4355e448,37,sekimoto.dental,5
d0bba00c-913f-11e8-94a2-784f4355e448,93,macg.co,6
d41a84b8-913f-11e8-a963-784f4355e448,8,huxiu.com,4
d716b068-913f-11e8-967f-784f4355e448,85,cps.com.cn,3
da163558-913f-11e8-b621-784f4355e448,46,yinwang.org,1
dd326340-913f-11e8-8669-784f4355e448,65,pantone.com,8
e0a64050-913f-11e8-8d11-784f4355e448,68,gmo.jp,8
e3e1dd24-913f-11e8-86a7-784f4355e448,17,nounplus.net,5
